,City,Location,Bedrooms,Bathrooms,Parking,Price
1904,Kiambu County,Thika,3.0,2.0,0.0,25000
1905,Kilifi County,Mtwapa,2.0,3.0,1.0,35000
1906,Nairobi,Kileleshwa,3.0,3.0,1.0,150000
1907,Westlands,Westlands Area,1.0,1.0,1.0,120000
1908,Nairobi,Kileleshwa,4.0,4.0,1.0,325000
1909,Nairobi,Kileleshwa,1.0,1.0,1.0,120000
1910,Nairobi,Kileleshwa,3.0,3.0,1.0,200000
1911,Westlands,Parklands,2.0,2.0,1.0,210000
1912,Nairobi,Kilimani,3.0,3.0,1.0,75000
1913,Kilifi County,Mtwapa,3.0,3.0,1.0,65000
1914,Nairobi,Kileleshwa,3.0,3.0,1.0,90000
1915,Westlands,Parklands,3.0,3.0,1.0,120000
1916,Westlands,Westlands Area,4.0,4.0,1.0,320000
1917,Kiambu County,Thindigua,2.0,2.0,1.0,30000
1918,Nairobi,Hurlingham,3.0,,0.0,180000
1919,Nairobi,Kileleshwa,3.0,3.0,0.0,130000
1920,Westlands,Westlands Area,1.0,2.0,1.0,150000
1921,Nairobi,Kileleshwa,3.0,,,65000
1922,Westlands,Parklands,3.0,3.0,1.0,130000
1923,Nairobi,Kilimani,2.0,,1.0,160000
1924,Westlands,Riverside,2.0,3.0,1.0,85000
1925,Nyali,Nyali Area,3.0,3.0,1.0,140000
1926,Westlands,General Mathenge,4.0,4.0,1.0,485000
1927,Nyali,Nyali Area,4.0,5.0,1.0,160000
1928,Westlands,Lower Kabete,4.0,5.0,1.0,280000
1929,Westlands,Westlands Area,3.0,2.0,1.0,185000
1930,Nairobi,Muthaiga,4.0,5.0,1.0,350000
1931,Westlands,Westlands Area,2.0,3.0,1.0,90000
1932,Nyali,Nyali Area,3.0,4.0,1.0,60000
1933,Westlands,Parklands,3.0,2.0,1.0,115000
1934,Nyali,Nyali Area,3.0,2.0,1.0,10000
1935,Kilifi County,Mtwapa,3.0,3.0,1.0,65000
1936,Nyali,Mkomani,3.0,4.0,1.0,250000
1937,Nairobi,Kileleshwa,1.0,,1.0,190000
1938,Westlands,Nyari,1.0,1.0,1.0,145000
1939,Nairobi,Kileleshwa,1.0,1.0,1.0,110000
1940,Nairobi,Kileleshwa,2.0,2.0,1.0,75000
1941,Westlands,Rhapta Road,2.0,2.0,1.0,90000
1942,Nyali,Nyali Area,2.0,2.0,1.0,22000
1943,Westlands,Nyari,2.0,2.0,1.0,300000
1944,Westlands,Loresho,2.0,2.0,1.0,70000
1945,Nairobi,Ridgeways,2.0,1.0,0.0,70000
1946,Nairobi,Kilimani,3.0,2.0,1.0,65000
1947,Westlands,Parklands,3.0,4.0,1.0,200000
1948,Nairobi,Kilimani,3.0,2.0,0.0,100000
1949,Westlands,Riverside,4.0,4.0,1.0,110000
1950,Westlands,Riverside,1.0,1.0,1.0,110000
1951,Westlands,Karura,2.0,3.0,1.0,160000
1952,Nairobi,Ruaraka,2.0,2.0,,140000
1953,Nairobi,Kilimani,3.0,3.0,1.0,130000
1954,Nairobi,Thika Road,3.0,3.0,1.0,113000
1955,Westlands,Waiyaki Way,2.0,2.0,1.0,330000
1956,Westlands,Westlands Area,2.0,2.0,1.0,70000
1957,Westlands,General Mathenge,3.0,3.0,1.0,200000
1958,Nyali,Nyali Area,3.0,4.0,1.0,110000
1959,Nairobi,Kiambu Road,2.0,1.0,1.0,50000
1960,Westlands,Westlands Area,1.0,2.0,1.0,90000
1961,Westlands,General Mathenge,4.0,4.0,1.0,270000
1962,Nairobi,Kilimani,2.0,2.0,1.0,200000
1963,Westlands,Riverside,1.0,,1.0,140000
1964,Nairobi,Kilimani,3.0,4.0,1.0,200000
1965,Westlands,General Mathenge,2.0,2.0,1.0,280000
1966,Westlands,Westlands Area,2.0,2.0,1.0,200000
1967,Nairobi,Kilimani,2.0,4.0,1.0,190000
1968,Westlands,General Mathenge,4.0,5.0,1.0,300000
1969,Nairobi,Muthaiga,4.0,5.0,0.0,300000
1970,Nairobi,Karen,2.0,,0.0,38000
1971,Nairobi,Kilimani,2.0,,1.0,190000
1972,Nairobi,Kilimani,2.0,,1.0,200000
1973,Westlands,Brookside,2.0,,1.0,100000
1974,Nyali,Nyali Area,2.0,2.0,1.0,70000
1975,Nairobi,Kilimani,2.0,2.0,1.0,230000
1976,Kiambu County,Ruaka,3.0,2.0,0.0,48000
1977,Nairobi,Thika Road,2.0,2.0,1.0,96000
1978,Westlands,Westlands Area,3.0,3.0,1.0,400000
1979,Kikuyu,Kinoo,3.0,3.0,1.0,55000
1980,Nyali,Nyali Area,3.0,2.0,1.0,70000
1981,Nairobi,Kileleshwa,2.0,3.0,1.0,85000
1982,Nairobi,Kileleshwa,2.0,2.0,1.0,75000
1983,Westlands,Rhapta Road,2.0,2.0,1.0,180000
1984,Nairobi,Upper Hill,1.0,1.0,1.0,90000
1985,Nairobi,Kileleshwa,2.0,3.0,1.0,200000
1986,Westlands,Riverside,2.0,3.0,1.0,130000
1987,Nairobi,Kilimani,2.0,2.0,1.0,200000
1988,Westlands,Westlands Area,1.0,2.0,1.0,75000
1989,Kajiado County,Ongata Rongai,2.0,2.0,1.0,25000
1990,Nairobi,Kilimani,2.0,3.0,1.0,150000
1991,Westlands,General Mathenge,2.0,3.0,1.0,220000
1992,Nyali,Nyali Area,4.0,5.0,1.0,150000
1993,Westlands,Westlands Area,3.0,3.0,1.0,220000
1994,Westlands,General Mathenge,2.0,2.0,0.0,253000
1995,Nairobi,Kilimani,3.0,3.0,1.0,275000
1996,Westlands,Riverside,4.0,4.0,,270000
1997,Westlands,Riverside,2.0,2.0,0.0,160000
1998,Nairobi,Utawala,2.0,1.0,1.0,25000
1999,Nairobi,Hurlingham,4.0,4.0,1.0,150000
2000,Westlands,Westlands Area,2.0,3.0,0.0,220000
2001,Westlands,Karura,3.0,4.0,1.0,250000
2002,Ruiru,Membley,3.0,3.0,1.0,55000
2003,Nairobi,Ngong Road,1.0,1.0,1.0,35000
2004,Westlands,Westlands Area,4.0,4.0,1.0,140000
2005,Roysambu,Garden Estate,3.0,2.0,1.0,80000
2006,Mombasa Island,Mombasa CBD,3.0,2.0,1.0,55000
2007,Westlands,General Mathenge,4.0,4.0,1.0,400000
2008,Nairobi,Kilimani,3.0,3.0,1.0,90000
2009,Nairobi,Kileleshwa,2.0,2.0,1.0,120000
2010,Nairobi,Thika Road,3.0,3.0,1.0,200000
2011,Westlands,Riverside,3.0,3.0,1.0,180000
2012,Nairobi,Kilimani,3.0,3.0,1.0,180000
2013,Nairobi,Lavington,4.0,4.0,1.0,330000
2014,Westlands,General Mathenge,3.0,4.0,1.0,250000
2015,Westlands,Riverside,3.0,2.0,1.0,100000
2016,Nairobi,Kileleshwa,3.0,2.0,1.0,85000
2017,Nairobi,Lavington,4.0,5.0,1.0,250000
2018,Nyali,Nyali Area,3.0,2.0,1.0,100000
2019,Westlands,General Mathenge,3.0,4.0,1.0,145000
2020,Nairobi,Kilimani,1.0,1.0,1.0,120000
2021,Nairobi,Kilimani,2.0,3.0,1.0,80000
2022,Nyali,Nyali Area,4.0,5.0,1.0,110000
2023,Nyali,Nyali Area,3.0,3.0,1.0,120000
2024,Westlands,Brookside,3.0,3.0,1.0,150000
2025,Westlands,Westlands Area,3.0,3.0,1.0,165000
2026,Westlands,Westlands Area,3.0,3.0,1.0,135000
2027,Westlands,Westlands Area,1.0,1.0,1.0,40000
2028,Nyali,Nyali Area,4.0,5.0,1.0,150000
2029,Roysambu,Kahawa West,2.0,2.0,1.0,33000
2030,Nyali,Nyali Area,2.0,3.0,1.0,15000
2031,Nairobi,Kilimani,3.0,5.0,1.0,200000
2032,Westlands,Runda,2.0,2.0,0.0,371000
2033,Nairobi,Kileleshwa,3.0,3.0,1.0,130000
2034,Nairobi,Kilimani,3.0,4.0,1.0,140000
2035,Mombasa Island,Mombasa CBD,4.0,3.0,1.0,75000
2036,Westlands,Westlands Area,2.0,2.0,1.0,70000
2037,Nairobi,Kiambu Road,2.0,2.0,1.0,120000
2038,Westlands,Brookside,2.0,2.0,1.0,100000
2039,Nairobi,Kileleshwa,3.0,2.0,1.0,85000
2040,Mombasa Island,Mombasa CBD,4.0,5.0,1.0,140000
2041,Nairobi,Kileleshwa,3.0,3.0,1.0,180000
2042,Westlands,Parklands,1.0,1.0,1.0,50000
2043,Nairobi,Valley Arcade,1.0,1.0,1.0,60000
2044,Westlands,Kitisuru,2.0,2.0,1.0,240000
2045,Nairobi,Lavington,0.0,1.0,1.0,45000
2046,Westlands,Westlands Area,4.0,4.0,1.0,310000
2047,Westlands,Westlands Area,2.0,2.0,1.0,90000
2048,Nairobi,Kilimani,2.0,3.0,1.0,170000
2049,Kiambu County,Ruaka,2.0,,1.0,27000
2050,Nairobi,Kilimani,2.0,,1.0,170000
2051,Westlands,Rhapta Road,2.0,3.0,1.0,150000
2052,Kikuyu,Kikuyu Town,2.0,2.0,1.0,20000
2053,Nairobi,Kilimani,2.0,2.0,0.0,250000
2054,Westlands,Brookside,2.0,2.0,1.0,160000
2055,Nairobi,Kilimani,2.0,3.0,1.0,80000
2056,Nairobi,Lavington,1.0,1.0,1.0,25000
2057,Nairobi,Kasarani,1.0,1.0,1.0,21000
2058,Nyali,Nyali Area,3.0,3.0,1.0,220000
2059,Nyali,Mkomani,3.0,4.0,1.0,200000
2060,Nairobi,Lavington,3.0,3.0,1.0,140000
2061,Nairobi,Kilimani,3.0,2.0,0.0,120000
2062,Westlands,Westlands Area,2.0,2.0,0.0,150000
2063,Westlands,Rhapta Road,3.0,3.0,1.0,220000
2064,Westlands,Westlands Area,2.0,2.0,1.0,not
2065,Nairobi,Kileleshwa,3.0,,0.0,150000
2066,Nairobi,Lavington,4.0,4.0,1.0,180000
2067,Nairobi,Kilimani,2.0,2.0,1.0,180000
2068,Nairobi,Kilimani,2.0,2.0,1.0,170000
2069,Westlands,Brookside,4.0,4.0,1.0,150000
2070,Nairobi,Kilimani,2.0,3.0,1.0,80000
2071,Nairobi,Lavington,1.0,1.0,1.0,60000
2072,Westlands,Westlands Area,1.0,2.0,1.0,160000
2073,Westlands,Riverside,2.0,2.0,1.0,120000
2074,Westlands,Parklands,3.0,3.0,1.0,300000
2075,Kiambu County,Ruaka,2.0,2.0,1.0,40000
2076,Westlands,Riverside,4.0,5.0,1.0,300000
2077,Westlands,Brookside,3.0,3.0,1.0,250000
2078,Nairobi,Kilimani,1.0,1.0,1.0,100000
2079,Nairobi,Kilimani,3.0,2.0,1.0,110000
2080,Nairobi,Kileleshwa,2.0,2.0,1.0,150000
2081,Westlands,Westlands Area,2.0,2.0,1.0,200000
2082,Westlands,Westlands Area,4.0,5.0,1.0,160000
2083,Westlands,Karura,0.0,1.0,1.0,65000
2084,Nairobi,Kilimani,2.0,,1.0,220000
2085,Westlands,Riverside,3.0,3.0,1.0,350000
2086,Westlands,Riverside,3.0,3.0,1.0,300000
2087,Nairobi,Lavington,1.0,1.0,0.0,70000
2088,Westlands,Parklands,1.0,2.0,0.0,120000
2089,Nairobi,Lavington,4.0,,1.0,250000
2090,Nairobi,Kileleshwa,3.0,3.0,1.0,85000
2091,Nyali,Nyali Area,3.0,3.0,1.0,60000
2092,Nyali,Nyali Area,3.0,3.0,1.0,90000
2093,Nyali,Nyali Area,3.0,3.0,1.0,70000
2094,Westlands,General Mathenge,3.0,,1.0,280000
2095,Nairobi,Kilimani,2.0,3.0,1.0,170000
2096,Nairobi,Kilimani,0.0,1.0,1.0,5500
2097,Nairobi,Kileleshwa,3.0,4.0,1.0,250000
2098,Nairobi,Thika Road,2.0,2.0,1.0,89000
2099,Westlands,General Mathenge,2.0,3.0,1.0,180000
2100,Nyali,Nyali Area,3.0,4.0,1.0,120000
2101,Westlands,Westlands Area,1.0,1.0,1.0,75000
2102,Westlands,General Mathenge,4.0,5.0,1.0,450000
2103,Nairobi,Kileleshwa,2.0,2.0,0.0,170000
2104,Westlands,Parklands,2.0,2.0,1.0,200000
2105,Nairobi,Lavington,1.0,1.0,1.0,120000
2106,Nairobi,Lavington,3.0,3.0,1.0,170000
2107,Roysambu,Kahawa West,2.0,2.0,0.0,35000
2108,Mombasa Island,Tudor,2.0,2.0,1.0,150000
2109,Nairobi,Kilimani,5.0,5.0,1.0,200000
2110,Westlands,Riverside,1.0,1.0,1.0,130000
2111,Nairobi,Kawangware,1.0,1.0,1.0,15000
2112,Westlands,Westlands Area,3.0,3.0,0.0,100000
2113,Nairobi,Kilimani,2.0,,1.0,140000
2114,Westlands,Waiyaki Way,3.0,2.0,1.0,65000
2115,Nairobi,Kilimani,2.0,2.0,1.0,145000
2116,Westlands,Westlands Area,2.0,3.0,1.0,150000
2117,Westlands,Runda,1.0,1.0,1.0,150000
2118,Westlands,Riverside,1.0,1.0,1.0,160000
2119,Nairobi,Kileleshwa,3.0,4.0,1.0,115000
2120,Nairobi,Thika Road,2.0,2.0,1.0,160000
2121,Nairobi,Kilimani,3.0,4.0,0.0,210000
2122,Nyali,Nyali Area,0.0,1.0,1.0,3500
2123,Nairobi,Kileleshwa,3.0,3.0,1.0,130000
2124,Nyali,Nyali Area,4.0,4.0,1.0,150000
2125,Nairobi,Kiambu Road,3.0,2.0,1.0,75000
2126,Nairobi,Kileleshwa,3.0,3.0,1.0,75000
2127,Nairobi,Kileleshwa,3.0,3.0,1.0,185000
2128,Nyali,Nyali Area,3.0,4.0,1.0,200000
2129,Nairobi,Kileleshwa,3.0,3.0,1.0,85000
2130,Westlands,Kitisuru,2.0,,1.0,190000
2131,Nyali,Nyali Area,3.0,4.0,1.0,110000
2132,Nairobi,Kilimani,3.0,4.0,1.0,100000
2133,Westlands,Parklands,3.0,3.0,1.0,130000
2134,Westlands,Westlands Area,1.0,1.0,1.0,120000
2135,Westlands,Brookside,3.0,3.0,1.0,300000
2136,Nairobi,Kilimani,3.0,2.0,1.0,90000
2137,Nairobi,Kileleshwa,2.0,2.0,1.0,65000
2138,Roysambu,Garden Estate,1.0,1.0,1.0,3000
2139,Westlands,Nyari,2.0,2.0,1.0,170000
2140,Nairobi,Thika Road,3.0,3.0,0.0,200000
2141,Kiambu County,Ruaka,1.0,,1.0,25000
2142,Nairobi,Kileleshwa,3.0,3.0,0.0,115000
2143,Westlands,Brookside,2.0,2.0,1.0,100000
2144,Westlands,Westlands Area,3.0,2.0,1.0,150000
2145,Westlands,Parklands,2.0,2.0,1.0,170000
2146,Nairobi,Lavington,3.0,3.0,1.0,85000
2147,Nyali,Nyali Area,3.0,2.0,1.0,65000
2148,Nairobi,Lavington,2.0,3.0,1.0,70000
2149,Nairobi,South C,1.0,1.0,1.0,120000
2150,Westlands,General Mathenge,3.0,5.0,1.0,280000
2151,Nyali,Nyali Area,3.0,4.0,1.0,95000
2152,Westlands,Brookside,3.0,4.0,1.0,135000
2153,Westlands,Rhapta Road,1.0,1.0,1.0,120000
2154,Nairobi,Kilimani,2.0,3.0,1.0,180000
2155,Nairobi,Lavington,4.0,4.0,1.0,190000
2156,Nairobi,Kileleshwa,2.0,,1.0,150000
2157,Nairobi,Muthaiga,2.0,2.0,1.0,150000
2158,Westlands,Rhapta Road,2.0,3.0,1.0,220000
2159,Nairobi,Kilimani,2.0,2.0,1.0,140000
2160,Nairobi,Upper Hill,3.0,2.0,0.0,150000
2161,Westlands,Riverside,3.0,3.0,1.0,130000
2162,Nairobi,Karen Hardy,3.0,4.0,1.0,150000
2163,Kajiado County,Ongata Rongai,1.0,1.0,0.0,15000
2164,Westlands,Westlands Area,2.0,3.0,1.0,160000
2165,Nairobi,Naivasha Road,3.0,3.0,1.0,70000
2166,Westlands,Westlands Area,3.0,3.0,1.0,350000
2167,Nairobi,Kilimani,2.0,,1.0,150000
2168,Westlands,Nyari,3.0,3.0,1.0,420000
2169,Nairobi,Lavington,3.0,3.0,1.0,70000
2170,Nyali,Nyali Area,4.0,5.0,1.0,165000
2171,Westlands,Westlands Area,2.0,2.0,1.0,100000
2172,Nairobi,Kilimani,3.0,3.0,1.0,350000
2173,Nyali,Nyali Area,3.0,4.0,1.0,88000
2174,Westlands,Riverside,4.0,5.0,1.0,not
2175,Nairobi,Kileleshwa,2.0,2.0,1.0,140000
2176,Nyali,Nyali Area,3.0,3.0,1.0,200000
2177,Nairobi,Kilimani,2.0,2.0,1.0,140000
2178,Nyali,Nyali Area,3.0,4.0,1.0,135000
2179,Westlands,Riverside,3.0,4.0,1.0,280000
2180,Nairobi,Kilimani,3.0,3.0,1.0,180000
2181,Nairobi,Kilimani,3.0,4.0,1.0,130000
2182,Nairobi,Karen,1.0,1.0,0.0,47000
2183,Nairobi,Kilimani,1.0,1.0,1.0,120000
2184,Nairobi,Kileleshwa,1.0,1.0,1.0,110000
2185,Westlands,Waiyaki Way,2.0,2.0,1.0,55000
2186,Kajiado County,Ongata Rongai,3.0,2.0,1.0,40000
2187,Nairobi,Muthaiga,3.0,4.0,1.0,250000
2188,Nairobi,Lavington,4.0,4.0,1.0,270000
2189,Nyali,Nyali Area,3.0,4.0,1.0,20000
2190,Nairobi,Lavington,5.0,5.0,1.0,290000
2191,Nairobi,Muthaiga,3.0,3.0,0.0,583000
2192,Westlands,Westlands Area,1.0,1.0,1.0,95000
2193,Nairobi,Kileleshwa,3.0,3.0,1.0,90000
2194,Nairobi,Kilimani,3.0,4.0,1.0,120000
2195,Nairobi,Lavington,2.0,2.0,1.0,170000
2196,Nairobi,Lavington,3.0,4.0,1.0,85000
2197,Westlands,Riverside,3.0,3.0,1.0,300000
2198,Nairobi,Kilimani,3.0,4.0,1.0,200000
2199,Westlands,Spring Valley,3.0,3.0,1.0,350000
2200,Westlands,Parklands,3.0,3.0,1.0,230000
2201,Ruiru,Tatu City,2.0,2.0,0.0,52500
2202,Nairobi,Kileleshwa,2.0,2.0,1.0,75000
2203,Westlands,Parklands,4.0,3.0,1.0,90000
2204,Nairobi,Nairobi CBD,1.0,1.0,1.0,45000
2205,Westlands,Westlands Area,2.0,3.0,1.0,195000
2206,Westlands,Thigiri,2.0,2.0,1.0,300000
2207,Nairobi,Kasarani,2.0,,,20000
2208,Kiambu County,Ruaka,1.0,2.0,1.0,28000
2209,Nairobi,Kilimani,3.0,3.0,1.0,364000
2210,Roysambu,Garden Estate,3.0,3.0,1.0,80000
2211,Westlands,Riverside,2.0,,0.0,200000
2212,Nairobi,Kilimani,3.0,2.0,1.0,95000
2213,Westlands,Parklands,2.0,2.0,1.0,220000
2214,Westlands,Kitisuru,3.0,3.0,1.0,320000
2215,Westlands,Riverside,4.0,4.0,0.0,170000
2216,Westlands,Kitisuru,2.0,2.0,1.0,248115
2217,Westlands,Westlands Area,2.0,2.0,1.0,140000
2218,Westlands,Westlands Area,1.0,1.0,0.0,233000
2219,Nairobi,Lavington,2.0,1.0,0.0,150000
2220,Westlands,Westlands Area,3.0,3.0,0.0,155000
2221,Nairobi,Kileleshwa,1.0,1.0,1.0,80000
2222,Westlands,Parklands,2.0,2.0,1.0,160000
2223,Westlands,Riverside,4.0,4.0,1.0,200000
2224,Nyali,Nyali Area,3.0,4.0,1.0,100000
2225,Nairobi,Lavington,2.0,3.0,1.0,180000
2226,Nairobi,Kilimani,3.0,3.0,1.0,75000
2227,Westlands,Lower Kabete,3.0,4.0,1.0,350000
2228,Nairobi,Kileleshwa,3.0,4.0,1.0,120000
2229,Westlands,Karura,3.0,4.0,1.0,310000
2230,Westlands,Westlands Area,3.0,3.0,1.0,330000
2231,Westlands,Westlands Area,2.0,2.0,1.0,250000
2232,Westlands,Riverside,3.0,3.0,0.0,180000
2233,Westlands,Westlands Area,3.0,3.0,1.0,320000
2234,Westlands,Spring Valley,3.0,3.0,1.0,360000
2235,Nyali,Nyali Area,3.0,4.0,1.0,100000
2236,Nairobi,Kilimani,1.0,2.0,1.0,160000
2237,Nyali,Nyali Area,3.0,4.0,0.0,185000
2238,Westlands,Gigiri,2.0,,0.0,320000
2239,Nairobi,South B,1.0,1.0,1.0,26000
2240,Nyali,Nyali Area,3.0,3.0,1.0,120000
2241,Nyali,Nyali Area,3.0,5.0,1.0,110000
2242,Nairobi,Kilimani,3.0,4.0,1.0,140000
2243,Nairobi,Kilimani,3.0,3.0,1.0,150000
2244,Nairobi,Imara Daima,3.0,4.0,1.0,50000
2245,Nairobi,Lavington,2.0,3.0,1.0,75000
2246,Westlands,Westlands Area,2.0,2.0,1.0,not
2247,Nyali,Nyali Area,2.0,3.0,1.0,140000
2248,Westlands,Riverside,2.0,2.0,1.0,140000
2249,Nairobi,Kilimani,3.0,4.0,1.0,150000
2250,Nairobi,Lavington,4.0,5.0,1.0,110000
2251,Nyali,Mkomani,4.0,4.0,1.0,150000
2252,Nairobi,Kilimani,2.0,2.0,0.0,120000
2253,Nairobi,Lavington,3.0,3.0,1.0,115000
2254,Westlands,Parklands,1.0,,0.0,350000
2255,Westlands,Riverside,1.0,1.0,1.0,150000
2256,Kilifi County,Mtwapa,1.0,1.0,1.0,5000
2257,Nairobi,Kileleshwa,2.0,2.0,1.0,120000
2258,Westlands,Westlands Area,4.0,4.0,1.0,400000
2259,Nairobi,Kileleshwa,3.0,3.0,1.0,200000
2260,Westlands,Westlands Area,2.0,2.0,1.0,not
2261,Nyali,Nyali Area,2.0,2.0,1.0,45000
2262,Nairobi,Kileleshwa,3.0,3.0,1.0,200000
2263,Nairobi,Lavington,3.0,3.0,1.0,280000
2264,Roysambu,Kahawa,4.0,2.0,1.0,56500
2265,Westlands,Westlands Area,1.0,1.0,1.0,160000
2266,Nairobi,Lavington,2.0,2.0,1.0,75000
2267,Westlands,General Mathenge,4.0,4.0,1.0,165000
2268,Westlands,Brookside,3.0,4.0,1.0,95000
2269,Nyali,Nyali Area,4.0,4.0,1.0,75000
2270,Nairobi,Valley Arcade,3.0,3.0,1.0,200000
2271,Nairobi,Kiambu Road,3.0,,0.0,50000
2272,Westlands,Westlands Area,2.0,3.0,1.0,110000
2273,Nairobi,Kilimani,1.0,1.0,0.0,80000
2274,Westlands,Riverside,3.0,4.0,1.0,280000
2275,Westlands,Riverside,1.0,1.0,1.0,140000
2276,Westlands,Westlands Area,2.0,2.0,1.0,140000
2277,Westlands,Westlands Area,2.0,,1.0,150000
2278,Nairobi,Kilimani,3.0,3.0,1.0,250000
2279,Nairobi,Naivasha Road,3.0,2.0,1.0,50000
2280,Westlands,Riverside,3.0,4.0,1.0,300000
2281,Westlands,Rhapta Road,3.0,3.0,1.0,120000
2282,Nairobi,Lavington,3.0,,,75000
2283,Westlands,Westlands Area,4.0,4.0,1.0,480000
2284,Nairobi,Lavington,4.0,3.0,1.0,160000
2285,Westlands,Spring Valley,3.0,3.0,1.0,300000
2286,Nyali,Nyali Area,2.0,3.0,1.0,65000
2287,Nairobi,Utawala,2.0,2.0,1.0,26000
2288,Nyali,Mkomani,2.0,1.0,1.0,50000
2289,Westlands,Karura,2.0,2.0,1.0,150000
2290,Nairobi,Kileleshwa,3.0,2.0,0.0,85000
2291,Nairobi,Kileleshwa,2.0,3.0,1.0,80000
2292,Kilifi County,Mtwapa,2.0,,1.0,35000
2293,Westlands,Spring Valley,3.0,3.0,0.0,365000
2294,Westlands,Westlands Area,2.0,,0.0,174000
2295,Nairobi,Kilimani,4.0,4.0,0.0,110000
2296,Westlands,Westlands Area,4.0,4.0,1.0,150000
2297,Nairobi,Kilimani,3.0,3.0,1.0,200000
2298,Kiambu County,Kiambu Town,1.0,1.0,,12000
2299,Westlands,General Mathenge,2.0,2.0,0.0,180000
2300,Nairobi,Kileleshwa,3.0,3.0,1.0,90000
2301,Nairobi,Kilimani,2.0,3.0,1.0,220000
2302,Nairobi,Kileleshwa,3.0,3.0,1.0,95000
2303,Nairobi,Lavington,3.0,2.0,1.0,75000
2304,Westlands,Parklands,4.0,4.0,1.0,160000
2305,Westlands,Rhapta Road,2.0,3.0,1.0,200000
2306,Nairobi,Kilimani,1.0,2.0,1.0,60000
2307,Nairobi,Kilimani,3.0,3.0,1.0,95000
2308,Nairobi,Kileleshwa,3.0,3.0,1.0,85000
2309,Nairobi,Kilimani,2.0,2.0,1.0,95000
2310,Westlands,Riverside,2.0,1.0,0.0,170000
2311,Westlands,Brookside,3.0,3.0,1.0,260000
2312,Westlands,Brookside,2.0,2.0,1.0,140000
2313,Mombasa,Bamburi,1.0,1.0,1.0,18000
2314,Nairobi,Lavington,3.0,2.0,1.0,90000
2315,Westlands,Westlands Area,2.0,3.0,1.0,200000
2316,Nairobi,Kileleshwa,3.0,3.0,1.0,200000
2317,Mombasa Island,Mombasa CBD,3.0,4.0,0.0,20000
2318,Westlands,Riverside,0.0,1.0,1.0,22000
2319,Westlands,Riverside,3.0,3.0,0.0,235000
2320,Nyali,Nyali Area,2.0,2.0,1.0,90000
2321,Westlands,Westlands Area,0.0,1.0,1.0,150000
2322,Kiambu County,Ruaka,3.0,3.0,1.0,40000
2323,Westlands,General Mathenge,3.0,4.0,1.0,120000
2324,Westlands,Rhapta Road,1.0,1.0,1.0,170000
2325,Westlands,Riverside,3.0,3.0,1.0,290000
2326,Nairobi,Lavington,4.0,3.0,1.0,75000
2327,Westlands,Westlands Area,3.0,3.0,0.0,165000
2328,Westlands,Rosslyn,4.0,4.0,1.0,300000
2329,Nyali,Nyali Area,3.0,4.0,1.0,300000
2330,Westlands,Rhapta Road,2.0,2.0,1.0,70000
2331,Nairobi,Lavington,8.0,9.0,1.0,160000
2332,Westlands,Brookside,3.0,3.0,1.0,140000
2333,Nairobi,Kilimani,3.0,4.0,1.0,130000
2334,Nairobi,Kileleshwa,3.0,4.0,1.0,210000
2335,Westlands,Westlands Area,1.0,1.0,,100000
2336,Roysambu,Garden Estate,2.0,2.0,1.0,70000
2337,Westlands,Westlands Area,1.0,1.0,1.0,160000
2338,Nairobi,Lavington,3.0,3.0,1.0,170000
2339,Westlands,Westlands Area,2.0,2.0,1.0,100000
2340,Westlands,Westlands Area,2.0,3.0,1.0,95000
2341,Nyali,Nyali Area,3.0,3.0,1.0,75000
2342,Nairobi,Kileleshwa,4.0,4.0,1.0,140000
2343,Nairobi,Kileleshwa,3.0,3.0,1.0,110000
2344,Westlands,Spring Valley,3.0,3.0,1.0,300000
2345,Nairobi,Kileleshwa,4.0,4.0,1.0,140000
2346,Nairobi,Naivasha Road,2.0,2.0,0.0,45000
2347,Westlands,Westlands Area,2.0,2.0,1.0,12000
2348,Westlands,Brookside,2.0,3.0,1.0,230000
2349,Westlands,Westlands Area,2.0,3.0,1.0,280000
2350,Nairobi,Ruaraka,4.0,4.0,1.0,80000
2351,Westlands,Riverside,3.0,3.0,1.0,110000
2352,Nairobi,Kileleshwa,4.0,5.0,1.0,380000
2353,Nyali,Nyali Area,4.0,,1.0,250000
2354,Westlands,Parklands,3.0,3.0,1.0,180000
2355,Westlands,Riverside,3.0,4.0,1.0,200000
2356,Nairobi,Kilimani,1.0,1.0,0.0,80000
2357,Nairobi,Kilimani,3.0,3.0,1.0,80000
2358,Westlands,Parklands,3.0,3.0,1.0,325000
2359,Westlands,Rhapta Road,3.0,3.0,0.0,90000
2360,Westlands,Riverside,3.0,4.0,1.0,120000
2361,Westlands,General Mathenge,3.0,3.0,1.0,150000
2362,Nairobi,Kilimani,2.0,3.0,1.0,160000
2363,Westlands,Riverside,3.0,3.0,1.0,130000
2364,Westlands,Parklands,2.0,2.0,1.0,250000
2365,Westlands,Kitisuru,2.0,2.0,1.0,240000
2366,Westlands,General Mathenge,3.0,3.0,1.0,280000
2367,Nyali,Nyali Area,4.0,5.0,1.0,230000
2368,Nairobi,Kileleshwa,3.0,4.0,1.0,120000
2369,Westlands,General Mathenge,4.0,4.0,1.0,170000
2370,Westlands,Rhapta Road,3.0,3.0,1.0,120000
2371,Nyali,Nyali Area,3.0,4.0,1.0,110000
2372,Westlands,Parklands,3.0,4.0,1.0,120000
